Time [s];Cella hõmérséklete [°C];Szoba hõmérséklete [°C]
2860.1;23.96;23.79
2860.5;24.05;23.79
2860.9;24.05;23.79
2861.3;24.05;23.79
2861.7;24.05;23.79
2862.1;24.05;23.7
2862.5;23.96;23.79
2863;24.05;23.79
2863.4;23.96;23.79
2863.8;23.96;23.79
2864.2;23.96;23.79
2864.6;23.96;23.79
2865;24.05;23.7
2865.4;24.05;23.79
2865.8;23.96;23.79
2866.2;23.96;23.79
2866.6;23.96;23.7
2867;24.05;23.79
2867.4;24.05;23.79
2867.8;23.96;23.7
2868.3;23.96;23.79
2868.7;23.96;23.79
2869.1;23.96;23.7
2869.5;24.05;23.79
2869.9;23.96;23.79
2870.3;23.96;23.7
2870.7;23.96;23.79
2871.1;24.05;23.7
2871.5;23.96;23.79
2871.9;23.96;23.79
2872.3;23.96;23.7
2872.8;23.96;23.79
2873.2;24.05;23.79
2873.6;24.05;23.79
2874;23.96;23.79
2874.4;24.05;23.7
2874.8;23.96;23.7
2875.2;23.96;23.7
2875.6;23.96;23.7
2876;23.96;23.7
2876.4;23.96;23.7
2876.8;23.96;23.7
2877.2;23.96;23.7
2877.7;23.96;23.7
2878.1;23.96;23.79
2878.5;24.05;23.7
2878.9;23.96;23.7
2879.3;23.96;23.7
2879.7;23.96;23.7
2880.1;23.96;23.7
2880.5;24.05;23.7
2880.9;23.96;23.7
2881.3;23.96;23.7
2881.8;23.96;23.7
2882.2;23.96;23.7
2882.6;23.96;23.79
2883;23.96;23.79
2883.4;23.96;23.7
2883.8;23.96;23.79
2884.2;23.96;23.7
2884.6;23.96;23.7
2885;23.96;23.7
2885.4;23.96;23.7
2885.8;23.96;23.7
2886.3;23.96;23.79
2886.7;23.96;23.7
2887.1;23.96;23.7
2887.5;23.96;23.79
2887.9;23.96;23.7
2888.3;23.96;23.7
2888.7;23.96;23.79
2889.1;23.96;23.7
2889.5;23.96;23.79
2889.9;23.96;23.79
2890.3;23.96;23.79
2890.7;23.96;23.79
2891.2;23.96;23.7
2891.6;23.96;23.7
2892;23.96;23.7
2892.4;23.96;23.7
2892.8;23.96;23.79
2893.2;23.96;23.79
2893.6;23.96;23.7
2894;23.96;23.79
2894.4;23.96;23.79
2894.8;23.96;23.79
2895.2;23.96;23.79
2895.6;23.96;23.79
2896.1;23.96;23.79
2896.5;23.96;23.79
2896.9;23.96;23.79
2897.3;23.96;23.79
2897.7;23.96;23.79
2898.1;23.96;23.79
2898.5;23.96;23.79
2898.9;23.96;23.79
2899.3;23.96;23.79
2899.7;23.96;23.79
2900.2;23.96;23.79
2900.5;23.96;23.79
2901;23.96;23.79
2901.4;23.96;23.79
2901.8;23.96;23.79
2902.2;23.96;23.79
2902.6;23.96;23.79
2903;23.96;23.79
2903.4;23.96;23.79
2903.8;23.96;23.79
2904.2;23.96;23.79
2904.6;23.96;23.79
2905;23.96;23.79
2905.5;23.96;23.79
2905.9;23.96;23.79
2906.3;23.96;23.79
2906.7;23.96;23.79
2907.1;23.96;23.79
2907.5;23.96;23.79
2907.9;23.96;23.79
2908.3;23.96;23.79
2908.7;23.96;23.79
2909.1;23.96;23.79
2909.5;23.96;23.79
2910;23.96;23.79
2910.4;24.05;23.79
2910.8;23.96;23.79
2911.2;23.96;23.79
2911.6;23.96;23.79
2912;23.96;23.79
2912.4;24.05;23.79
2912.8;23.96;23.79
2913.2;23.96;23.79
2913.6;23.96;23.79
2914;23.96;23.79
2914.5;23.96;23.79
2914.9;23.96;23.79
2915.3;23.96;23.79
2915.7;23.96;23.79
2916.1;23.96;23.79
2916.5;23.96;23.79
2916.9;23.96;23.79
2917.3;23.96;23.79
2917.7;23.96;23.79
2918.1;23.96;23.79
2918.5;23.96;23.79
2919;23.96;23.79
2919.4;23.96;23.79
2919.8;23.96;23.79
2920.2;23.96;23.79
2920.6;23.96;23.79
2921;23.96;23.79
2921.4;23.96;23.79
2921.8;23.96;23.79
2922.2;23.96;23.79
2922.6;23.96;23.79
2923;23.96;23.79
2923.5;23.96;23.88
2923.9;23.96;23.88
2924.3;23.96;23.88
2924.7;23.96;23.88
2925.1;24.05;23.88
2925.5;23.96;23.88
2925.9;23.96;23.88
2926.3;23.96;23.88
2926.7;23.96;23.79
2927.1;23.96;23.88
2927.5;23.96;23.88
2927.9;23.96;23.88
2928.4;23.96;23.88
2928.8;23.96;23.88
2929.2;23.96;23.88
2929.6;24.05;23.88
2930;23.96;23.88
2930.4;23.96;23.88
2930.8;23.96;23.88
2931.2;23.96;23.79
2931.6;23.96;23.88
2932;23.96;23.88
2932.5;23.96;23.88
2932.8;23.96;23.88
2933.3;23.96;23.88
2933.7;23.96;23.88
2934.1;23.96;23.88
2934.5;23.96;23.88
2934.9;23.96;23.88
2935.3;24.05;23.88
2935.7;24.05;23.88
2936.1;23.96;23.88
2936.5;23.96;23.88
2936.9;23.96;23.88
2937.3;23.96;23.88
2937.8;23.96;23.88
2938.2;23.96;23.88
2938.6;23.96;23.88
2939;23.96;23.88
2939.4;23.96;23.88
2939.8;23.96;23.88
2940.2;23.96;23.88
2940.6;23.96;23.88
2941;23.96;23.88
2941.4;23.96;23.88
2941.8;23.96;23.88
2942.3;23.96;23.88
2942.7;23.96;23.88
2943.1;23.96;23.88
2943.5;23.96;23.88
2943.9;24.05;23.88
2944.3;23.96;23.88
2944.7;23.96;23.88
2945.1;23.96;23.88
2945.5;23.96;23.88
2945.9;24.05;23.88
2946.3;23.96;23.88
2946.7;23.96;23.88
2947.2;23.96;23.88
2947.6;23.96;23.88
2948;23.96;23.88
2948.4;23.96;23.88
2948.8;23.96;23.88
2949.2;24.05;23.88
2949.6;23.96;23.88
2950;23.96;23.88
2950.4;23.96;23.88
2950.8;23.96;23.88
2951.2;23.96;23.88
2951.7;23.96;23.88
2952.1;23.96;23.88
2952.5;23.96;23.88
2952.9;23.96;23.79
2953.3;23.96;23.88
2953.7;23.96;23.88
2954.1;23.96;23.88
2954.5;23.96;23.79
2954.9;23.96;23.79
2955.3;24.05;23.79
2955.7;23.96;23.79
2956.2;23.96;23.79
2956.6;23.96;23.79
2957;23.96;23.88
2957.4;23.96;23.79
2957.8;23.96;23.79
2958.2;23.96;23.79
2958.6;23.96;23.79
2959;23.96;23.79
2959.4;23.96;23.79
2959.8;23.96;23.79
2960.2;24.05;23.88
2960.6;23.96;23.88
2961.1;23.96;23.88
2961.5;23.96;23.88
2961.9;24.05;23.88
2962.3;23.96;23.88
2962.7;23.96;23.88
2963.1;23.96;23.88
2963.5;23.96;23.88
2963.9;23.96;23.88
2964.3;23.96;23.88
2964.7;23.96;23.88
2965.1;23.96;23.88
2965.6;23.96;23.88
2966;23.96;23.88
2966.4;23.96;23.88
2966.8;24.05;23.88
2967.2;24.05;23.88
2967.6;24.05;23.88
2968;24.05;23.88
2968.4;24.05;23.96
2968.8;24.05;23.96
2969.2;24.05;23.96
2969.6;24.05;23.96
2970.1;24.05;23.96
2970.5;24.05;23.96
2970.9;24.05;23.96
2971.3;24.05;23.96
2971.7;24.05;23.96
2972.1;24.05;24.05
2972.5;24.05;24.05
2972.9;24.05;23.96
2973.3;24.05;24.05
2973.7;24.05;24.05
2974.1;24.05;24.05
2974.5;24.05;24.05
2975;24.05;24.05
2975.4;23.96;24.05
2975.8;24.05;24.05
2976.2;24.05;24.05
2976.6;24.05;24.05
2977;24.05;24.05
2977.4;24.05;24.05
2977.8;24.05;24.05
2978.2;24.05;24.05
2978.6;24.05;24.05
2979;24.05;24.05
2979.5;24.05;24.05
2979.9;24.05;24.05
2980.3;24.05;24.05
2980.7;24.05;24.05
2981.1;24.05;24.05
2981.5;24.05;24.05
2981.9;24.05;24.13
2982.3;24.05;24.05
2982.7;24.05;24.05
2983.1;24.05;24.05
2983.5;24.05;24.05
2983.9;24.05;24.05
2984.3;24.05;24.05
2984.8;24.05;24.05
2985.2;24.05;24.05
2985.6;24.05;24.05
2986;24.05;24.05
2986.4;24.05;24.05
2986.8;24.05;24.05
2987.2;24.05;24.05
2987.6;24.05;24.05
2988;24.05;24.05
2988.4;24.05;24.05
2988.9;24.05;24.05
2989.3;24.05;24.05
2989.7;24.05;24.05
2990.1;24.05;24.05
2990.5;24.05;23.96
2990.9;24.05;24.05
2991.3;24.05;24.05
2991.7;23.96;24.05
2992.1;24.05;24.05
2992.5;24.05;23.96
2992.9;24.05;23.96
2993.3;24.05;23.96
2993.8;24.05;23.96
2994.2;24.05;23.96
2994.6;24.05;23.96
2995;24.05;23.96
2995.4;23.96;23.96
2995.8;24.05;23.96
2996.2;24.05;23.96
2996.6;24.05;23.96
2997;24.05;23.96
2997.4;24.05;23.96
2997.8;24.05;23.96
2998.3;24.05;23.96
2998.7;24.05;23.96
2999.1;24.05;23.96
2999.5;24.05;23.96
2999.9;24.05;23.96
3000.3;24.05;23.96
3000.7;23.96;23.96
3001.1;24.05;23.96
3001.5;24.05;23.88
3001.9;24.05;23.96
3002.3;24.05;23.88
3002.7;24.05;23.88
3003.1;24.05;23.88
3003.6;24.05;23.88
3004;24.05;23.88
3004.4;24.05;23.88
3004.8;24.05;23.88
3005.2;24.05;23.88
3005.6;24.05;23.88
3006;24.05;23.88
3006.4;24.05;23.88
3006.8;24.05;23.88
3007.2;24.05;23.88
3007.7;24.05;23.88
3008.1;24.05;23.88
3008.5;24.05;23.88
3008.9;23.96;23.88
3009.3;23.96;23.88
3009.7;24.05;23.88
3010.1;24.05;23.88
3010.5;24.05;23.88
3010.9;24.05;23.88
3011.3;24.05;23.88
3011.7;24.05;23.88
3012.2;24.05;23.88
3012.6;24.05;23.88
3013;23.96;23.79
3013.4;24.05;23.88
3013.8;24.05;23.88
3014.2;24.05;23.88
3014.6;24.05;23.79
3015;24.05;23.88
3015.4;24.05;23.79
3015.8;24.05;23.79
3016.2;23.96;23.79
3016.6;24.05;23.79
3017.1;24.05;23.79
3017.5;24.05;23.79
3017.9;24.05;23.79
3018.3;24.05;23.79
3018.7;24.05;23.79
3019.1;24.05;23.79
3019.5;24.05;23.79
3019.9;23.96;23.79
3020.3;24.05;23.79
3020.7;24.05;23.79
3021.1;23.96;23.79
3021.5;23.96;23.79
3022;24.05;23.79
3022.4;23.96;23.79
3022.8;23.96;23.79
3023.2;24.05;23.79
3023.6;23.96;23.79
3024;24.05;23.79
3024.4;23.96;23.79
3024.8;24.05;23.79
3025.2;23.96;23.79
3025.6;23.96;23.79
3026;23.96;23.79
3026.5;24.05;23.79
3026.9;24.05;23.79
3027.3;24.05;23.79
3027.7;24.05;23.79
3028.1;23.96;23.79
3028.5;24.05;23.79
3028.9;24.05;23.79
3029.3;23.96;23.79
3029.7;23.96;23.79
3030.1;23.96;23.79
3030.5;24.05;23.79
3031;24.05;23.79
3031.4;23.96;23.79
3031.8;23.96;23.79
3032.2;23.96;23.79
3032.6;24.05;23.79
3033;23.96;23.79
3033.4;23.96;23.79
3033.8;24.05;23.79
3034.2;24.05;23.79
3034.6;24.05;23.7
3035;23.96;23.7
3035.4;23.96;23.7
3035.9;23.96;23.7
3036.3;23.96;23.7
3036.7;23.96;23.7
3037.1;23.96;23.7
3037.5;23.96;23.7
3037.9;23.96;23.7
3038.3;23.96;23.7
3038.7;23.96;23.7
3039.1;23.96;23.7
3039.5;23.96;23.7
3039.9;23.96;23.7
3040.4;23.96;23.7
3040.8;23.96;23.7
3041.2;23.96;23.7
3041.6;23.96;23.7
3042;23.96;23.7
3042.4;23.96;23.7
3042.8;23.96;23.7
3043.2;23.96;23.7
3043.6;23.96;23.7
3044;23.96;23.7
3044.4;23.96;23.7
3044.9;23.96;23.7
3045.3;23.96;23.62
3045.7;23.96;23.62
3046.1;23.96;23.62
3046.5;24.05;23.62
3046.9;23.96;23.62
3047.3;23.96;23.62
3047.7;23.96;23.62
3048.1;23.96;23.62
3048.5;23.96;23.62
3048.9;23.96;23.62
3049.3;23.96;23.62
3049.7;23.96;23.62
3050.2;23.96;23.62
3050.6;23.96;23.62
3051;23.96;23.62
3051.4;23.96;23.62
3051.8;23.96;23.62
3052.2;23.96;23.62
3052.6;23.96;23.62
3053;23.96;23.62
3053.4;23.96;23.62
3053.8;23.96;23.62
3054.2;23.96;23.62
3054.6;23.96;23.62
3055.1;23.96;23.62
3055.5;23.96;23.62
3055.9;23.96;23.62
3056.3;23.96;23.62
3056.7;23.96;23.62
3057.1;23.96;23.62
3057.5;23.96;23.62
3057.9;23.96;23.62
3058.3;23.96;23.62
3058.7;23.96;23.62
3059.2;23.96;23.62
3059.6;23.96;23.53
3060;23.96;23.62
3060.4;23.96;23.62
3060.8;23.96;23.53
3061.2;23.96;23.53
3061.6;23.96;23.53
3062;23.96;23.53
3062.4;23.96;23.53
3062.8;23.96;23.53
3063.2;23.96;23.53
3063.7;23.96;23.53
3064;23.96;23.53
3064.5;23.96;23.53
3064.9;23.96;23.53
3065.3;23.96;23.53
3065.7;23.96;23.53
3066.1;23.96;23.53
3066.5;23.96;23.53
3066.9;23.96;23.53
3067.3;23.96;23.53
3067.7;23.96;23.53
3068.1;23.96;23.53
3068.6;23.96;23.53
3069;23.96;23.53
3069.4;24.05;23.53
3069.8;23.96;23.53
3070.2;23.96;23.53
3070.6;23.96;23.53
3071;23.96;23.53
3071.4;23.96;23.53
3071.8;23.96;23.53
3072.2;23.96;23.53
3072.6;23.96;23.53
3073.1;23.96;23.53
3073.5;23.96;23.53
3073.9;23.96;23.53
3074.3;23.96;23.53
3074.7;23.96;23.53
3075.1;23.96;23.53
3075.5;23.96;23.53
3075.9;23.96;23.53
3076.3;23.96;23.53
3076.7;23.96;23.53
3077.1;23.96;23.53
3077.5;23.96;23.53
3078;23.96;23.53
3078.4;23.96;23.53
3078.8;23.96;23.53
3079.2;23.96;23.53
3079.6;23.96;23.53
3080;23.96;23.53
3080.4;24.05;23.53
3080.8;23.96;23.53
3081.2;23.96;23.53
3081.6;23.96;23.53
3082;23.96;23.53
3082.5;24.05;23.53
3082.9;23.96;23.53
3083.3;23.96;23.53
3083.7;23.96;23.53
3084.1;23.96;23.53
3084.5;23.96;23.53
3084.9;23.96;23.53
3085.3;23.96;23.53
3085.7;23.96;23.53
3086.1;23.96;23.53
3086.5;23.96;23.53
3086.9;23.96;23.53
3087.3;23.96;23.53
3087.8;23.96;23.53
3088.2;23.96;23.53
3088.6;23.96;23.53
3089;23.96;23.53
3089.4;23.96;23.53
3089.8;23.96;23.53
3090.2;23.96;23.53
3090.6;23.96;23.53
3091;23.96;23.53
3091.4;23.96;23.53
3091.8;23.96;23.53
3092.3;23.96;23.53
3092.7;23.96;23.53
3093.1;23.96;23.53
3093.5;23.96;23.53
3093.9;23.96;23.53
3094.3;23.96;23.53
3094.7;23.96;23.53
3095.1;23.96;23.53
3095.5;23.96;23.53
3095.9;23.96;23.53
3096.3;23.96;23.53
3096.8;23.96;23.53
3097.2;23.96;23.53
3097.6;23.96;23.53
3098;23.96;23.44
3098.4;23.96;23.44
3098.8;23.96;23.53
3099.2;23.96;23.53
3099.6;23.96;23.53
3100;23.96;23.53
3100.4;23.96;23.53
3100.8;23.96;23.53
3101.3;23.96;23.53
3101.7;23.96;23.53
3102.1;23.96;23.44
3102.5;23.96;23.53
3102.9;23.96;23.53
3103.3;23.96;23.44
3103.7;23.96;23.53
3104.1;23.96;23.44
3104.5;23.96;23.44
3104.9;23.96;23.44
3105.3;23.96;23.44
3105.8;23.96;23.44
3106.2;23.96;23.44
3106.6;23.96;23.44
3107;23.96;23.44
3107.4;23.96;23.44
3107.8;23.96;23.44
3108.2;23.96;23.44
3108.6;23.96;23.44
3109;23.96;23.44
3109.4;23.96;23.44
3109.8;23.96;23.44
3110.2;23.96;23.44
3110.6;23.96;23.44
3111.1;23.96;23.44
3111.5;23.96;23.44
3111.9;23.96;23.44
3112.3;23.96;23.44
3112.7;23.96;23.44
3113.1;23.96;23.44
3113.5;23.96;23.44
3113.9;23.96;23.44
3114.3;23.96;23.44
3114.7;23.96;23.44
3115.1;23.96;23.44
3115.6;23.96;23.44
3116;23.96;23.44
3116.4;23.96;23.44
3116.8;23.96;23.44
3117.2;23.96;23.44
3117.6;23.96;23.44
3118;23.96;23.44
3118.4;23.96;23.44
3118.8;23.96;23.44
3119.2;23.96;23.44
3119.6;23.96;23.44
3120.1;23.96;23.44
3120.5;23.96;23.44
3120.9;23.96;23.44
3121.3;23.96;23.44
3121.7;23.96;23.44
3122.1;23.96;23.44
3122.5;23.96;23.44
3122.9;23.96;23.44
3123.3;23.96;23.44
3123.7;23.96;23.44
3124.1;23.96;23.44
3124.5;23.96;23.44
3125;23.96;23.44
3125.4;23.96;23.44
3125.8;23.96;23.44
3126.2;23.96;23.44
3126.6;23.96;23.44
3127;23.96;23.44
3127.4;23.96;23.44
3127.8;23.96;23.44
3128.2;23.96;23.44
3128.6;23.96;23.44
3129;23.96;23.44
3129.5;23.96;23.44
3129.9;23.96;23.44
3130.3;23.96;23.44
3130.7;23.96;23.44
3131.1;23.96;23.44
3131.5;23.96;23.44
3131.9;23.96;23.44
3132.3;23.96;23.44
3132.7;23.96;23.44
3133.1;23.96;23.44
3133.5;23.96;23.44
3133.9;23.96;23.44
3134.4;23.96;23.44
3134.8;23.96;23.44
3135.2;23.96;23.44
3135.6;23.96;23.44
3136;23.96;23.44
3136.4;23.96;23.44
3136.8;23.96;23.44
3137.2;23.96;23.44
3137.6;23.96;23.44
3138;23.96;23.44
3138.4;23.96;23.44
3138.8;23.96;23.44
3139.3;23.96;23.44
3139.7;23.96;23.44
3140.1;23.96;23.44
3140.5;23.96;23.44
3140.9;23.96;23.44
3141.3;23.96;23.44
3141.7;23.96;23.44
3142.1;23.96;23.44
3142.5;23.96;23.44
3142.9;23.96;23.44
3143.4;23.96;23.44
3143.8;23.96;23.44
3144.2;23.96;23.44
3144.6;23.96;23.44
3145;23.96;23.44
3145.4;23.96;23.44
3145.8;23.96;23.44
3146.2;23.96;23.44
3146.6;23.96;23.44
3147;23.96;23.44
3147.4;23.96;23.44
3147.8;23.96;23.44
3148.3;23.96;23.44
3148.7;23.96;23.44
3149.1;23.96;23.44
3149.5;23.96;23.44
3149.9;23.96;23.44
3150.3;23.96;23.44
3150.7;23.96;23.44
3151.1;23.96;23.44
3151.5;23.96;23.44
3151.9;23.96;23.44
3152.3;23.96;23.44
3152.7;23.96;23.44
3153.2;23.96;23.44
3153.6;23.96;23.44
3154;23.96;23.44
3154.4;23.96;23.44
3154.8;23.96;23.44
3155.2;23.96;23.44
3155.6;23.96;23.44
3156;23.96;23.44
3156.4;23.96;23.44
3156.8;23.96;23.44
3157.3;23.96;23.44
3157.6;23.96;23.44
3158.1;23.96;23.44
3158.5;23.96;23.44
3158.9;23.96;23.44
3159.3;23.96;23.44
3159.7;23.96;23.44
3160.1;23.96;23.44
3160.5;23.96;23.44
3160.9;23.96;23.44
3161.3;23.96;23.44
3161.7;23.96;23.44
3162.1;23.96;23.44
3162.6;23.96;23.44
3163;23.96;23.44
3163.4;23.96;23.44
3163.8;23.96;23.44
3164.2;23.96;23.44
3164.6;23.96;23.44
3165;23.96;23.44
3165.4;23.96;23.44
3165.8;23.96;23.44
3166.2;23.96;23.44
3166.6;23.96;23.44
3167.1;23.96;23.44
3167.5;23.96;23.44
3167.9;23.96;23.44
3168.3;23.96;23.44
3168.7;23.96;23.44
3169.1;23.96;23.44
3169.5;23.96;23.44
3169.9;23.96;23.44
3170.3;23.96;23.44
3170.7;23.96;23.44
3171.1;23.96;23.36
3171.6;23.96;23.44
3172;23.96;23.44
3172.4;23.96;23.44
3172.8;23.96;23.44
3173.2;23.96;23.44
3173.6;23.96;23.44
3174;23.96;23.44
3174.4;23.96;23.44
3174.8;23.96;23.44
3175.2;23.96;23.36
3175.6;23.96;23.44
3176;23.96;23.44
3176.5;23.96;23.44
3176.9;23.96;23.36
3177.3;23.96;23.44
3177.7;23.96;23.44
3178.1;23.96;23.44
3178.5;23.96;23.36
3178.9;23.96;23.44
3179.3;23.96;23.36
3179.7;23.96;23.44
3180.1;23.96;23.44
3180.5;23.96;23.44
3181;23.96;23.36
3181.4;23.96;23.36
3181.8;23.96;23.44
3182.2;23.96;23.36
3182.6;23.96;23.36
3183;23.96;23.44
3183.4;23.96;23.36
3183.8;23.96;23.36
3184.2;23.96;23.44
3184.6;23.96;23.44
3185;23.96;23.36
3185.5;23.96;23.44
3185.9;23.96;23.36
3186.3;23.96;23.36
3186.7;23.96;23.36
3187.1;23.96;23.44
3187.5;23.96;23.44
3187.9;23.96;23.36
3188.3;23.96;23.36
3188.7;23.96;23.36
3189.1;23.96;23.36
3189.5;23.96;23.36
3189.9;23.96;23.36
3190.3;23.96;23.36
3190.8;23.96;23.36
3191.2;23.96;23.36
3191.6;23.96;23.36
3192;23.96;23.36
3192.4;23.96;23.44
3192.8;23.96;23.44
3193.2;23.96;23.44
3193.6;23.96;23.44
3194;23.96;23.44
3194.4;23.96;23.44
3194.9;23.96;23.44
3195.3;23.96;23.44
3195.7;23.96;23.44
3196.1;23.96;23.44
3196.5;23.96;23.44
3196.9;23.96;23.44
3197.3;23.96;23.44
3197.7;23.96;23.44
3198.1;23.96;23.44
3198.5;23.96;23.44
3198.9;23.96;23.44
3199.3;23.96;23.44
3199.7;23.96;23.44
3200.2;23.96;23.44
3200.6;23.96;23.44
3201;23.96;23.44
3201.4;23.96;23.44
3201.8;23.96;23.44
3202.2;23.96;23.44
3202.6;23.96;23.44
3203;23.96;23.44
3203.4;23.96;23.44
3203.8;23.96;23.44
3204.2;23.96;23.44
3204.7;23.96;23.44
3205.1;23.96;23.44
3205.5;23.96;23.44
3205.9;23.96;23.44
3206.3;23.96;23.44
3206.7;23.96;23.44
3207.1;23.96;23.44
3207.5;23.96;23.44
3207.9;23.96;23.44
3208.3;23.96;23.44
3208.7;23.96;23.44
3209.2;23.96;23.44
3209.6;23.96;23.44
3210;23.96;23.44
3210.4;23.96;23.44
3210.8;23.96;23.44
3211.2;23.96;23.44
3211.6;23.96;23.44
3212;23.96;23.44
3212.4;23.96;23.44
3212.8;23.96;23.44
3213.2;23.96;23.44
3213.7;23.96;23.44
3214.1;23.96;23.44
3214.5;23.96;23.44
3214.9;23.96;23.44
3215.3;23.96;23.44
3215.7;23.96;23.44
3216.1;23.96;23.44
3216.5;23.96;23.44
3216.9;23.96;23.44
3217.3;23.96;23.44
3217.7;23.96;23.44
3218.1;23.96;23.44
3218.6;23.96;23.44
3219;23.96;23.44
3219.4;23.96;23.44
3219.8;23.96;23.44
3220.2;23.96;23.44
3220.6;23.96;23.44
3221;23.96;23.44
3221.4;23.96;23.44
3221.8;23.96;23.44
3222.2;23.96;23.44
3222.7;23.96;23.44
3223.1;23.96;23.44
3223.5;23.96;23.44
3223.9;23.96;23.44
3224.3;23.96;23.44
3224.7;23.96;23.44
3225.1;23.96;23.44
3225.5;23.96;23.44
3225.9;23.96;23.44
3226.3;23.96;23.44
3226.7;23.96;23.44
3227.1;23.96;23.44
3227.5;23.96;23.44
3228;23.96;23.44
3228.4;23.96;23.44
3228.8;23.96;23.44
3229.2;23.96;23.44
3229.6;23.96;23.44
3230;23.96;23.44
3230.4;23.96;23.44
3230.8;23.96;23.44
3231.2;23.96;23.44
3231.6;23.96;23.44
3232;23.96;23.44
3232.5;23.96;23.44
3232.9;23.96;23.44
3233.3;23.96;23.44
3233.7;23.96;23.44
3234.1;23.96;23.44
3234.5;23.96;23.44
3234.9;23.96;23.44
3235.3;23.96;23.44
3235.7;23.96;23.44
3236.1;23.96;23.44
3236.5;23.96;23.44
3236.9;23.96;23.44
3237.3;23.96;23.44
3237.8;23.96;23.44
3238.2;23.96;23.44
3238.6;23.96;23.44
3239;23.96;23.44
3239.4;23.96;23.44
3239.8;23.96;23.44
3240.2;23.96;23.44
3240.6;23.96;23.44
3241;23.96;23.44
3241.4;23.96;23.44
3241.8;23.96;23.44
3242.3;23.96;23.44
3242.7;23.96;23.44
3243.1;23.96;23.44
3243.5;23.96;23.44
3243.9;23.96;23.44
3244.3;23.96;23.44
3244.7;23.96;23.44
3245.1;23.96;23.44
3245.5;23.96;23.44
3245.9;23.96;23.44
3246.4;23.96;23.44
3246.8;23.96;23.44
3247.2;23.96;23.44
3247.6;23.96;23.44
3248;23.96;23.44
3248.4;23.96;23.44
3248.8;23.96;23.44
3249.2;23.96;23.44
3249.6;23.96;23.44
3250;23.96;23.44
3250.4;23.96;23.44
3250.9;23.96;23.44
3251.3;23.96;23.44
3251.7;23.96;23.44
3252.1;23.96;23.44
3252.5;23.96;23.44
3252.9;23.96;23.44
3253.3;23.96;23.44
3253.7;23.96;23.44
3254.1;23.96;23.44
3254.5;23.96;23.44
3254.9;23.96;23.44
3255.3;23.96;23.44
3255.7;23.96;23.44
3256.2;23.96;23.44
3256.6;23.96;23.44
3257;23.96;23.44
3257.4;23.96;23.44
3257.8;23.96;23.44
3258.2;23.96;23.44
3258.6;23.96;23.44
3259;23.96;23.44
3259.4;23.96;23.44
3259.8;23.96;23.44
3260.2;23.96;23.44
3260.7;23.96;23.44
3261.1;23.96;23.44
3261.5;23.96;23.44
3261.9;23.96;23.44
3262.3;23.96;23.44
3262.7;23.96;23.44
3263.1;23.96;23.44
3263.5;23.96;23.44
3263.9;23.96;23.44
3264.3;23.96;23.44
3264.7;23.96;23.44
3265.2;23.96;23.44
3265.6;23.96;23.44
3266;23.96;23.44
3266.4;23.96;23.44
3266.8;23.96;23.44
3267.2;23.96;23.44
3267.6;23.96;23.44
3268;23.96;23.44
3268.4;23.96;23.44
3268.8;23.96;23.44
3269.2;23.96;23.44
3269.6;23.96;23.44
3270.1;23.96;23.44
3270.5;23.96;23.44
3270.9;23.96;23.44
3271.3;23.96;23.44
3271.7;23.96;23.44
3272.1;23.96;23.36
3272.5;23.96;23.44
3272.9;23.96;23.44
3273.3;23.96;23.44
3273.7;23.96;23.44
3274.1;23.96;23.44
3274.5;23.96;23.44
3275;23.96;23.44
3275.4;23.96;23.36
3275.8;23.96;23.44
3276.2;23.96;23.44
3276.6;23.96;23.44
3277;23.96;23.44
3277.4;23.96;23.44
3277.8;23.96;23.44
3278.2;23.96;23.44
3278.6;23.96;23.44
3279;23.96;23.36
3279.5;23.96;23.36
3279.9;23.96;23.44
3280.3;23.96;23.36
3280.7;23.96;23.44
3281.1;23.96;23.44
3281.5;23.96;23.44
3281.9;23.96;23.44
3282.3;23.96;23.44
3282.7;23.96;23.44
3283.1;23.96;23.44
3283.5;23.96;23.44
3284;23.96;23.44
3284.4;23.96;23.44
3284.8;23.96;23.44
3285.2;23.96;23.44
3285.6;23.96;23.44
3286;23.96;23.44
3286.4;23.96;23.44
3286.8;23.96;23.44
3287.2;23.96;23.44
3287.6;23.96;23.44
3288;23.96;23.44
3288.4;23.96;23.44
3288.9;23.96;23.44
3289.3;23.96;23.44
3289.7;23.96;23.44
3290.1;23.96;23.44
3290.5;23.96;23.44
3290.9;23.96;23.44
3291.3;23.96;23.44
3291.7;23.96;23.44
3292.1;23.96;23.44
3292.5;23.96;23.44
3292.9;23.96;23.44
3293.3;23.96;23.44
3293.8;23.96;23.44
3294.2;23.96;23.44
3294.6;23.96;23.44
3295;23.96;23.44
3295.4;23.96;23.44
3295.8;23.96;23.44
3296.2;23.96;23.44
3296.6;23.96;23.44
3297;23.96;23.44
3297.4;23.96;23.44
3297.9;23.96;23.44
3298.3;23.96;23.44
3298.7;23.96;23.44
3299.1;23.96;23.44
3299.5;23.96;23.44
3299.9;23.96;23.44
3300.3;23.96;23.44
3300.7;23.96;23.44
3301.1;23.96;23.44
3301.5;23.96;23.44
3301.9;23.96;23.44
3302.3;23.96;23.44
3302.8;23.96;23.44
3303.2;23.96;23.44
3303.6;23.96;23.44
3304;23.96;23.44
3304.4;23.96;23.44
3304.8;23.96;23.44
3305.2;23.96;23.44
3305.6;23.96;23.44
