Time [s];Cell_1 Volatge [V];Cell_2 Volatge [V];Cell_3 Volatge [V];Cell_4 Volatge [V]
289.2;3.296;3.296;3.296;3.32
289.6;3.296;3.296;3.296;3.325
290;3.291;3.291;3.306;3.315
290.4;3.296;3.296;3.296;3.325
290.8;3.296;3.296;3.301;3.325
291.3;3.301;3.291;3.296;3.325
291.7;3.291;3.291;3.296;3.32
292.1;3.291;3.296;3.306;3.325
292.5;3.291;3.291;3.301;3.32
292.9;3.291;3.296;3.296;3.315
293.4;3.296;3.301;3.291;3.32
293.8;3.291;3.296;3.296;3.325
294.2;3.296;3.296;3.296;3.315
294.6;3.296;3.301;3.296;3.32
295;3.296;3.296;3.296;3.32
295.4;3.291;3.296;3.296;3.32
295.9;3.296;3.296;3.296;3.32
296.3;3.296;3.296;3.296;3.32
296.7;3.296;3.296;3.296;3.32
297.1;3.296;3.296;3.296;3.325
297.5;3.291;3.296;3.296;3.32
297.9;3.291;3.296;3.296;3.32
298.4;3.291;3.296;3.301;3.32
298.8;3.296;3.296;3.296;3.32
299.2;3.296;3.296;3.301;3.325
299.6;3.296;3.296;3.291;3.325
300;3.296;3.296;3.296;3.32
300.5;3.291;3.296;3.296;3.32
300.9;3.291;3.296;3.296;3.315
301.3;3.296;3.296;3.301;3.32
301.7;3.291;3.291;3.296;3.32
302.1;3.301;3.296;3.296;3.32
302.6;3.301;3.296;3.296;3.32
303;3.291;3.291;3.291;3.325
303.4;3.296;3.291;3.296;3.32
303.8;3.296;3.296;3.296;3.325
304.2;3.296;3.296;3.301;3.32
304.6;3.296;3.296;3.296;3.32
305.1;3.296;3.296;3.296;3.325
305.5;3.296;3.291;3.296;3.32
305.9;3.291;3.296;3.296;3.325
306.3;3.291;3.291;3.296;3.32
306.7;3.296;3.291;3.296;3.325
307.2;3.296;3.296;3.296;3.325
307.6;3.296;3.296;3.296;3.325
308;3.296;3.296;3.296;3.32
308.4;3.286;3.291;3.296;3.325
308.8;3.291;3.291;3.296;3.32
309.2;3.291;3.291;3.296;3.325
309.7;3.296;3.296;3.296;3.32
310.1;3.301;3.296;3.291;3.315
310.5;3.296;3.296;3.296;3.32
310.9;3.291;3.291;3.301;3.32
311.3;3.296;3.291;3.301;3.32
311.8;3.296;3.296;3.291;3.32
312.2;3.296;3.291;3.291;3.325
312.6;3.296;3.291;3.296;3.32
313;3.291;3.296;3.296;3.32
313.4;3.291;3.291;3.296;3.32
313.8;3.286;3.296;3.296;3.325
314.3;3.291;3.296;3.301;3.32
314.7;3.296;3.296;3.301;3.325
315.1;3.286;3.281;3.286;3.311
315.5;3.291;3.296;3.296;3.32
315.9;3.291;3.291;3.296;3.32
316.4;3.296;3.291;3.296;3.32
316.8;3.296;3.296;3.296;3.32
317.2;3.296;3.296;3.296;3.325
317.6;3.296;3.291;3.291;3.32
318;3.291;3.296;3.296;3.32
318.5;3.291;3.291;3.296;3.32
318.9;3.291;3.291;3.296;3.32
319.3;3.301;3.291;3.296;3.315
319.7;3.296;3.296;3.291;3.32
320.1;3.301;3.291;3.301;3.32
320.5;3.296;3.296;3.296;3.315
321;3.296;3.291;3.296;3.32
321.4;3.291;3.291;3.296;3.325
321.8;3.291;3.291;3.296;3.325
322.2;3.296;3.296;3.296;3.325
322.6;3.291;3.291;3.291;3.325
323;3.291;3.296;3.296;3.32
323.5;3.296;3.291;3.296;3.32
323.9;3.286;3.291;3.296;3.32
324.3;3.296;3.291;3.291;3.315
324.7;3.291;3.291;3.296;3.32
325.1;3.296;3.296;3.296;3.32
325.6;3.291;3.296;3.296;3.325
326;3.296;3.296;3.296;3.315
326.4;3.291;3.291;3.296;3.32
326.8;3.286;3.296;3.296;3.32
327.2;3.291;3.291;3.296;3.32
327.7;3.296;3.291;3.296;3.32
328.1;3.286;3.296;3.296;3.32
328.5;3.296;3.296;3.296;3.32
328.9;3.296;3.296;3.296;3.32
329.3;3.291;3.291;3.291;3.32
329.7;3.296;3.291;3.296;3.315
330.2;3.291;3.296;3.291;3.32
330.6;3.286;3.286;3.291;3.32
331;3.296;3.296;3.296;3.325
331.4;3.296;3.291;3.296;3.32
331.8;3.291;3.291;3.291;3.315
332.3;3.286;3.291;3.291;3.315
332.7;3.291;3.291;3.296;3.32
333.1;3.296;3.291;3.291;3.32
333.5;3.286;3.291;3.301;3.315
333.9;3.291;3.291;3.296;3.315
334.3;3.291;3.296;3.291;3.315
334.8;3.286;3.291;3.291;3.32
335.2;3.291;3.291;3.291;3.315
335.6;3.291;3.291;3.291;3.32
336;3.296;3.296;3.296;3.32
336.4;3.291;3.296;3.296;3.32
336.9;3.296;3.291;3.291;3.32
337.3;3.291;3.296;3.296;3.32
337.7;3.291;3.296;3.291;3.32
338.1;3.291;3.291;3.291;3.325
338.5;3.291;3.291;3.296;3.32
338.9;3.291;3.291;3.296;3.32
339.4;3.286;3.296;3.296;3.325
339.8;3.286;3.291;3.291;3.315
340.2;3.286;3.296;3.291;3.32
340.6;3.296;3.291;3.291;3.32
341;3.296;3.291;3.291;3.32
341.4;3.291;3.296;3.301;3.32
341.9;3.296;3.291;3.296;3.32
342.3;3.291;3.291;3.296;3.32
342.7;3.291;3.291;3.291;3.32
343.1;3.291;3.291;3.291;3.32
343.5;3.291;3.291;3.291;3.32
344;3.296;3.296;3.296;3.315
344.4;3.291;3.291;3.291;3.32
344.8;3.291;3.291;3.291;3.315
345.2;3.291;3.291;3.291;3.32
345.6;3.291;3.291;3.291;3.32
346.1;3.296;3.291;3.291;3.315
346.5;3.291;3.291;3.296;3.315
346.9;3.286;3.291;3.291;3.32
347.3;3.291;3.291;3.291;3.315
347.7;3.291;3.296;3.291;3.32
348.1;3.291;3.291;3.296;3.315
348.6;3.291;3.291;3.291;3.32
349;3.291;3.291;3.291;3.32
349.4;3.296;3.296;3.291;3.32
349.8;3.291;3.291;3.296;3.32
350.2;3.296;3.291;3.296;3.315
350.6;3.291;3.291;3.291;3.315
351.1;3.291;3.291;3.291;3.315
351.5;3.291;3.291;3.291;3.315
351.9;3.296;3.291;3.296;3.32
352.3;3.296;3.291;3.296;3.315
352.7;3.291;3.296;3.291;3.315
353.2;3.281;3.296;3.296;3.315
353.6;3.296;3.291;3.291;3.315
354;3.296;3.291;3.291;3.315
354.4;3.301;3.291;3.296;3.315
354.8;3.291;3.291;3.296;3.32
355.3;3.291;3.291;3.301;3.32
355.7;3.291;3.291;3.286;3.32
356.1;3.291;3.291;3.291;3.315
356.5;3.286;3.291;3.296;3.315
356.9;3.291;3.286;3.291;3.315
357.3;3.291;3.296;3.291;3.315
357.8;3.291;3.296;3.296;3.32
358.2;3.291;3.291;3.286;3.315
358.6;3.291;3.291;3.291;3.315
359;3.286;3.286;3.291;3.311
359.4;3.291;3.291;3.291;3.315
359.9;3.291;3.286;3.291;3.32
360.3;3.286;3.286;3.296;3.315
360.7;3.286;3.291;3.291;3.315
361.1;3.286;3.286;3.291;3.311
361.5;3.296;3.291;3.296;3.315
361.9;3.286;3.291;3.291;3.315
362.4;3.286;3.291;3.291;3.315
362.8;3.286;3.291;3.296;3.315
363.2;3.291;3.286;3.291;3.315
363.6;3.291;3.291;3.291;3.315
364;3.291;3.291;3.291;3.315
364.5;3.286;3.286;3.291;3.315
364.9;3.286;3.291;3.291;3.315
365.3;3.291;3.291;3.291;3.32
365.7;3.286;3.291;3.291;3.32
366.1;3.291;3.291;3.291;3.315
366.5;3.291;3.291;3.291;3.315
367;3.291;3.291;3.291;3.315
367.4;3.291;3.291;3.291;3.315
367.8;3.286;3.291;3.291;3.315
368.2;3.286;3.291;3.291;3.315
368.6;3.286;3.291;3.291;3.315
369;3.286;3.291;3.291;3.315
369.5;3.286;3.296;3.291;3.315
369.9;3.291;3.291;3.291;3.32
370.3;3.286;3.291;3.291;3.315
370.7;3.291;3.291;3.291;3.32
371.1;3.291;3.291;3.286;3.315
371.6;3.291;3.291;3.291;3.315
372;3.291;3.286;3.291;3.311
372.4;3.291;3.291;3.291;3.315
372.8;3.291;3.286;3.291;3.315
373.2;3.291;3.291;3.291;3.32
373.7;3.291;3.291;3.291;3.315
374.1;3.291;3.286;3.291;3.311
374.5;3.286;3.291;3.291;3.315
374.9;3.286;3.286;3.291;3.311
375.3;3.291;3.286;3.291;3.315
375.7;3.286;3.291;3.291;3.315
376.2;3.286;3.291;3.291;3.315
376.6;3.291;3.291;3.291;3.315
377;3.286;3.291;3.286;3.315
377.4;3.291;3.291;3.286;3.32
377.8;3.286;3.291;3.286;3.315
378.3;3.291;3.291;3.291;3.32
378.7;3.291;3.291;3.291;3.315
379.1;3.291;3.286;3.291;3.315
379.5;3.286;3.291;3.291;3.32
379.9;3.286;3.286;3.291;3.315
380.3;3.286;3.291;3.291;3.315
380.8;3.291;3.291;3.291;3.315
381.2;3.286;3.291;3.291;3.311
381.6;3.286;3.286;3.296;3.315
382;3.286;3.291;3.291;3.315
382.4;3.291;3.286;3.286;3.315
382.9;3.286;3.291;3.291;3.315
383.3;3.281;3.291;3.291;3.315
383.7;3.286;3.291;3.291;3.32
384.1;3.291;3.286;3.291;3.315
384.5;3.291;3.291;3.286;3.315
384.9;3.291;3.286;3.286;3.311
385.4;3.286;3.286;3.286;3.311
385.8;3.291;3.286;3.291;3.315
386.2;3.291;3.286;3.291;3.315
386.6;3.286;3.286;3.291;3.311
387;3.281;3.286;3.291;3.315
387.4;3.286;3.291;3.291;3.315
387.9;3.291;3.291;3.286;3.32
388.3;3.286;3.286;3.291;3.315
388.7;3.291;3.286;3.291;3.315
389.1;3.291;3.291;3.291;3.315
389.6;3.286;3.291;3.291;3.315
390;3.286;3.286;3.291;3.315
390.4;3.286;3.291;3.286;3.315
390.8;3.286;3.286;3.286;3.315
391.2;3.286;3.286;3.286;3.315
391.6;3.291;3.291;3.291;3.315
392;3.291;3.291;3.291;3.315
392.5;3.291;3.286;3.291;3.315
392.9;3.286;3.291;3.291;3.315
393.3;3.291;3.286;3.286;3.315
393.7;3.286;3.291;3.291;3.315
394.1;3.286;3.286;3.291;3.315
394.6;3.286;3.291;3.286;3.315
395;3.286;3.286;3.291;3.315
395.4;3.286;3.286;3.291;3.311
395.8;3.286;3.291;3.286;3.311
396.2;3.286;3.286;3.286;3.311
396.7;3.286;3.286;3.291;3.32
397.1;3.291;3.291;3.296;3.311
397.5;3.286;3.291;3.291;3.315
397.9;3.296;3.286;3.291;3.315
398.3;3.291;3.291;3.291;3.315
398.7;3.286;3.286;3.291;3.315
399.2;3.286;3.291;3.286;3.315
399.6;3.286;3.291;3.291;3.315
400;3.291;3.291;3.291;3.315
400.4;3.291;3.286;3.286;3.311
400.8;3.291;3.286;3.286;3.311
401.3;3.286;3.286;3.291;3.315
401.7;3.286;3.286;3.286;3.315
402.1;3.286;3.286;3.291;3.32
402.5;3.291;3.291;3.291;3.315
402.9;3.291;3.286;3.291;3.315
403.3;3.291;3.291;3.291;3.315
403.8;3.286;3.286;3.286;3.315
404.2;3.286;3.286;3.291;3.32
404.6;3.286;3.286;3.291;3.315
405;3.286;3.286;3.291;3.311
405.4;3.296;3.291;3.286;3.315
405.9;3.286;3.286;3.291;3.315
406.3;3.291;3.286;3.286;3.311
406.7;3.286;3.286;3.286;3.315
407.1;3.286;3.291;3.286;3.315
407.5;3.286;3.286;3.296;3.311
407.9;3.291;3.291;3.286;3.32
408.4;3.286;3.286;3.291;3.315
408.8;3.291;3.286;3.286;3.311
409.2;3.291;3.286;3.291;3.311
409.6;3.281;3.286;3.286;3.315
410;3.291;3.291;3.291;3.315
410.5;3.291;3.291;3.291;3.315
410.9;3.291;3.286;3.286;3.311
411.3;3.286;3.286;3.286;3.315
411.7;3.291;3.286;3.291;3.315
412.1;3.286;3.286;3.286;3.315
412.5;3.286;3.291;3.281;3.315
413;3.281;3.291;3.291;3.311
413.4;3.291;3.286;3.291;3.315
413.8;3.286;3.286;3.286;3.311
414.2;3.286;3.286;3.286;3.315
414.6;3.286;3.286;3.291;3.311
415.1;3.286;3.286;3.291;3.315
415.5;3.296;3.291;3.291;3.315
415.9;3.291;3.286;3.286;3.315
416.3;3.286;3.286;3.286;3.315
416.7;3.291;3.291;3.286;3.315
417.1;3.286;3.286;3.286;3.315
417.6;3.286;3.286;3.291;3.311
418;3.291;3.286;3.291;3.311
418.4;3.281;3.291;3.286;3.315
418.8;3.281;3.281;3.291;3.315
419.2;3.286;3.286;3.286;3.315
419.7;3.286;3.286;3.286;3.315
420.1;3.281;3.281;3.291;3.311
420.5;3.286;3.291;3.291;3.315
420.9;3.286;3.291;3.291;3.315
421.3;3.291;3.291;3.286;3.315
421.7;3.291;3.286;3.286;3.32
422.2;3.291;3.286;3.286;3.311
422.6;3.291;3.291;3.291;3.311
423;3.286;3.286;3.291;3.315
423.4;3.286;3.286;3.296;3.315
423.8;3.286;3.286;3.291;3.315
424.3;3.291;3.286;3.291;3.306
424.7;3.281;3.286;3.291;3.315
425.1;3.291;3.286;3.291;3.315
425.5;3.286;3.291;3.291;3.315
425.9;3.286;3.286;3.286;3.315
426.3;3.286;3.291;3.286;3.315
426.8;3.286;3.286;3.286;3.315
427.2;3.286;3.286;3.291;3.315
427.6;3.286;3.286;3.291;3.315
428;3.281;3.281;3.281;3.311
428.4;3.296;3.291;3.286;3.32
428.9;3.291;3.286;3.286;3.315
429.3;3.296;3.291;3.291;3.315
429.7;3.286;3.291;3.291;3.311
430.1;3.286;3.291;3.286;3.315
430.5;3.286;3.286;3.291;3.315
430.9;3.286;3.286;3.286;3.32
431.4;3.286;3.291;3.291;3.311
431.8;3.286;3.291;3.291;3.311
432.2;3.281;3.276;3.281;3.306
432.6;3.286;3.291;3.291;3.315
433;3.286;3.281;3.281;3.311
433.5;3.286;3.286;3.291;3.311
433.9;3.296;3.286;3.291;3.315
434.3;3.286;3.286;3.286;3.311
434.7;3.291;3.286;3.286;3.315
435.1;3.281;3.286;3.286;3.315
435.5;3.281;3.291;3.281;3.311
436;3.296;3.291;3.291;3.315
436.4;3.286;3.291;3.286;3.315
436.8;3.291;3.291;3.286;3.311
437.2;3.291;3.286;3.291;3.315
437.6;3.286;3.291;3.286;3.315
438.1;3.286;3.291;3.291;3.315
438.5;3.286;3.286;3.296;3.311
438.9;3.286;3.281;3.286;3.311
439.3;3.286;3.286;3.291;3.315
439.7;3.281;3.286;3.286;3.315
440.2;3.281;3.291;3.291;3.315
440.6;3.291;3.286;3.291;3.315
441;3.281;3.286;3.286;3.311
441.4;3.286;3.291;3.286;3.315
441.8;3.286;3.291;3.286;3.315
442.2;3.286;3.286;3.291;3.315
442.7;3.286;3.281;3.281;3.306
443.1;3.286;3.286;3.286;3.311
443.5;3.286;3.291;3.291;3.311
443.9;3.286;3.286;3.286;3.311
444.3;3.291;3.291;3.286;3.315
444.7;3.291;3.281;3.286;3.315
445.2;3.286;3.286;3.286;3.311
445.6;3.281;3.286;3.281;3.311
446;3.286;3.286;3.291;3.315
446.4;3.291;3.286;3.291;3.315
446.8;3.286;3.286;3.286;3.315
447.3;3.286;3.281;3.286;3.315
447.7;3.286;3.291;3.286;3.315
448.1;3.281;3.286;3.291;3.315
448.5;3.291;3.291;3.291;3.315
448.9;3.291;3.291;3.286;3.315
449.3;3.286;3.291;3.286;3.311
449.8;3.286;3.281;3.281;3.306
450.2;3.281;3.291;3.286;3.311
450.6;3.286;3.291;3.291;3.311
451;3.286;3.281;3.281;3.311
451.4;3.286;3.286;3.291;3.315
451.9;3.286;3.291;3.286;3.311
452.3;3.286;3.281;3.291;3.311
452.7;3.286;3.286;3.291;3.311
453.1;3.281;3.281;3.281;3.311
453.5;3.286;3.286;3.291;3.315
453.9;3.286;3.286;3.286;3.32
454.4;3.286;3.286;3.286;3.315
454.8;3.286;3.281;3.276;3.301
455.2;3.296;3.291;3.286;3.315
455.6;3.286;3.286;3.286;3.315
456;3.281;3.281;3.276;3.301
456.5;3.281;3.286;3.286;3.315
456.9;3.286;3.286;3.286;3.311
457.3;3.286;3.286;3.291;3.315
457.7;3.286;3.286;3.286;3.315
458.1;3.286;3.281;3.281;3.306
458.5;3.281;3.281;3.281;3.306
459;3.271;3.276;3.276;3.306
459.4;3.286;3.286;3.281;3.315
459.8;3.281;3.286;3.281;3.315
460.2;3.291;3.286;3.291;3.315
460.6;3.291;3.281;3.286;3.315
461.1;3.286;3.291;3.291;3.315
461.5;3.286;3.286;3.291;3.315
461.9;3.286;3.291;3.286;3.311
462.3;3.291;3.291;3.286;3.311
462.7;3.286;3.281;3.276;3.306
463.1;3.286;3.276;3.276;3.306
463.6;3.291;3.286;3.286;3.311
464;3.291;3.286;3.291;3.311
464.4;3.286;3.286;3.291;3.311
464.8;3.276;3.281;3.276;3.306
465.2;3.291;3.286;3.291;3.32
465.7;3.291;3.286;3.286;3.315
466.1;3.291;3.286;3.291;3.311
466.5;3.286;3.286;3.291;3.315
466.9;3.281;3.281;3.281;3.311
467.3;3.286;3.291;3.286;3.311
467.7;3.286;3.291;3.286;3.311
468.2;3.286;3.286;3.281;3.311
468.6;3.286;3.286;3.286;3.311
469;3.286;3.281;3.286;3.311
469.4;3.286;3.286;3.281;3.311
469.8;3.291;3.286;3.286;3.315
470.3;3.286;3.286;3.286;3.315
470.7;3.286;3.286;3.291;3.311
471.1;3.286;3.286;3.286;3.311
471.5;3.281;3.286;3.291;3.311
471.9;3.291;3.286;3.291;3.311
472.4;3.286;3.286;3.286;3.311
472.8;3.281;3.286;3.291;3.311
473.2;3.286;3.286;3.286;3.311
473.6;3.286;3.291;3.286;3.311
474;3.276;3.286;3.281;3.311
474.4;3.286;3.286;3.291;3.311
474.9;3.281;3.286;3.291;3.315
475.3;3.286;3.291;3.286;3.315
475.7;3.286;3.286;3.286;3.315
476.1;3.286;3.281;3.286;3.311
476.5;3.286;3.291;3.286;3.315
477;3.291;3.286;3.286;3.315
477.4;3.281;3.291;3.286;3.315
477.8;3.286;3.286;3.286;3.311
478.2;3.281;3.281;3.281;3.306
478.6;3.281;3.271;3.276;3.306
479;3.286;3.286;3.286;3.311
479.5;3.281;3.291;3.286;3.315
479.9;3.291;3.286;3.291;3.311
480.3;3.286;3.286;3.281;3.315
480.7;3.286;3.286;3.286;3.311
481.1;3.291;3.286;3.281;3.311
481.5;3.286;3.286;3.286;3.311
482;3.286;3.291;3.286;3.315
482.4;3.291;3.286;3.286;3.311
482.8;3.286;3.286;3.286;3.311
483.2;3.276;3.276;3.281;3.301
483.6;3.286;3.286;3.286;3.315
484.1;3.291;3.286;3.291;3.315
484.5;3.286;3.286;3.291;3.311
484.9;3.281;3.286;3.286;3.311
485.3;3.286;3.286;3.286;3.311
485.7;3.286;3.286;3.286;3.315
486.1;3.281;3.286;3.281;3.315
486.6;3.286;3.286;3.291;3.315
487;3.276;3.276;3.281;3.311
487.4;3.286;3.276;3.276;3.306
487.8;3.281;3.286;3.286;3.311
488.2;3.281;3.286;3.286;3.311
488.7;3.281;3.281;3.286;3.311
489.1;3.286;3.291;3.291;3.311
489.5;3.291;3.286;3.286;3.315
489.9;3.286;3.281;3.291;3.315
490.3;3.281;3.281;3.286;3.311
490.8;3.286;3.286;3.286;3.311
491.2;3.286;3.286;3.286;3.311
491.6;3.286;3.291;3.286;3.311
492;3.286;3.291;3.286;3.311
492.4;3.286;3.286;3.291;3.311
492.8;3.286;3.286;3.286;3.315
493.3;3.286;3.286;3.296;3.315
493.7;3.281;3.281;3.286;3.311
494.1;3.276;3.276;3.276;3.301
494.5;3.281;3.286;3.286;3.315
494.9;3.286;3.286;3.286;3.311
495.3;3.286;3.286;3.286;3.315
495.8;3.286;3.286;3.286;3.311
496.2;3.286;3.286;3.286;3.311
496.6;3.291;3.291;3.291;3.32
497;3.286;3.281;3.291;3.315
497.4;3.286;3.286;3.281;3.311
497.9;3.286;3.286;3.286;3.311
498.3;3.286;3.286;3.286;3.315
498.7;3.286;3.286;3.286;3.311
499.1;3.281;3.286;3.281;3.311
499.5;3.276;3.281;3.281;3.311
499.9;3.281;3.286;3.286;3.311
500.4;3.281;3.286;3.286;3.32
500.8;3.286;3.286;3.281;3.311
501.2;3.286;3.286;3.286;3.315
501.6;3.286;3.286;3.286;3.311
502;3.286;3.291;3.286;3.311
502.5;3.281;3.286;3.291;3.311
502.9;3.286;3.281;3.281;3.306
503.3;3.281;3.286;3.286;3.311
503.7;3.286;3.286;3.286;3.311
504.1;3.291;3.286;3.281;3.315
504.6;3.286;3.281;3.281;3.311
505;3.281;3.281;3.281;3.311
505.4;3.281;3.286;3.286;3.315
505.8;3.286;3.286;3.291;3.311
506.2;3.291;3.291;3.286;3.311
506.6;3.286;3.286;3.291;3.311
507.1;3.286;3.286;3.286;3.311
507.5;3.286;3.286;3.286;3.311
507.9;3.286;3.281;3.291;3.311
508.3;3.286;3.281;3.291;3.306
508.7;3.281;3.286;3.291;3.315
509.1;3.286;3.286;3.291;3.315
509.6;3.271;3.281;3.276;3.306
510;3.281;3.281;3.281;3.311
510.4;3.291;3.286;3.286;3.311
510.8;3.291;3.286;3.286;3.315
511.2;3.286;3.286;3.286;3.311
511.7;3.276;3.281;3.286;3.311
512.1;3.286;3.291;3.286;3.315
512.5;3.286;3.286;3.286;3.311
512.9;3.281;3.286;3.286;3.311
513.3;3.286;3.286;3.286;3.311
513.8;3.286;3.286;3.286;3.311
514.2;3.296;3.286;3.291;3.311
514.6;3.286;3.286;3.291;3.315
515;3.286;3.286;3.286;3.311
515.4;3.286;3.286;3.286;3.315
515.8;3.286;3.286;3.286;3.315
516.3;3.286;3.286;3.286;3.311
516.7;3.286;3.281;3.281;3.315
517.1;3.286;3.286;3.291;3.315
517.5;3.286;3.286;3.286;3.311
517.9;3.281;3.281;3.276;3.306
518.4;3.281;3.291;3.281;3.315
518.8;3.286;3.286;3.286;3.311
519.2;3.286;3.291;3.286;3.311
519.6;3.286;3.291;3.286;3.311
520;3.286;3.286;3.286;3.311
520.4;3.286;3.281;3.286;3.311
520.9;3.281;3.281;3.286;3.315
521.3;3.291;3.281;3.281;3.311
521.7;3.286;3.286;3.286;3.311
522.1;3.286;3.286;3.286;3.311
522.5;3.291;3.281;3.281;3.311
523;3.286;3.291;3.286;3.311
523.4;3.286;3.286;3.286;3.311
523.8;3.286;3.286;3.286;3.311
524.2;3.286;3.286;3.291;3.311
524.6;3.281;3.281;3.276;3.301
525.1;3.281;3.281;3.286;3.315
525.5;3.286;3.286;3.291;3.311
525.9;3.286;3.286;3.281;3.315
526.3;3.286;3.296;3.286;3.315
526.7;3.286;3.286;3.286;3.311
527.1;3.286;3.286;3.286;3.311
527.5;3.281;3.286;3.286;3.315
528;3.286;3.286;3.286;3.315
528.4;3.286;3.286;3.291;3.315
528.8;3.281;3.286;3.286;3.315
529.2;3.286;3.286;3.291;3.311
529.6;3.286;3.286;3.286;3.315
530.1;3.286;3.286;3.286;3.315
530.5;3.276;3.276;3.271;3.306
530.9;3.286;3.286;3.286;3.311
531.3;3.286;3.291;3.296;3.311
531.7;3.286;3.286;3.286;3.311
532.1;3.281;3.281;3.291;3.311
532.6;3.281;3.286;3.286;3.306
533;3.286;3.281;3.286;3.311
533.4;3.286;3.286;3.286;3.311
533.8;3.286;3.286;3.286;3.315
534.2;3.276;3.276;3.276;3.311
534.7;3.291;3.286;3.286;3.311
535.1;3.281;3.286;3.286;3.315
535.5;3.286;3.286;3.286;3.315
535.9;3.281;3.286;3.286;3.311
536.3;3.286;3.286;3.291;3.311
536.8;3.281;3.281;3.281;3.315
537.2;3.276;3.286;3.281;3.306
537.6;3.281;3.286;3.286;3.311
538;3.281;3.286;3.281;3.311
538.4;3.286;3.286;3.286;3.306
538.8;3.291;3.286;3.286;3.315
539.3;3.276;3.276;3.281;3.311
539.7;3.286;3.281;3.286;3.311
540.1;3.286;3.286;3.281;3.306
540.5;3.281;3.286;3.286;3.315
540.9;3.286;3.286;3.281;3.311
541.4;3.286;3.286;3.286;3.311
541.8;3.286;3.281;3.281;3.306
542.2;3.281;3.281;3.281;3.315
542.6;3.286;3.286;3.286;3.311
543;3.286;3.281;3.286;3.311
543.4;3.286;3.286;3.286;3.315
543.9;3.286;3.286;3.286;3.311
544.3;3.286;3.286;3.286;3.315
544.7;3.286;3.286;3.286;3.311
545.1;3.281;3.281;3.286;3.311
545.5;3.286;3.286;3.286;3.311
546;3.291;3.286;3.286;3.315
546.4;3.276;3.276;3.276;3.306
546.8;3.286;3.286;3.286;3.311
547.2;3.286;3.286;3.286;3.311
547.6;3.281;3.286;3.286;3.315
548;3.286;3.286;3.286;3.315
548.5;3.281;3.281;3.281;3.306
548.9;3.286;3.281;3.286;3.311
549.3;3.281;3.281;3.286;3.311
549.7;3.286;3.286;3.286;3.315
550.1;3.286;3.286;3.286;3.311
550.5;3.281;3.281;3.281;3.301
551;3.286;3.286;3.286;3.315
551.4;3.286;3.281;3.286;3.306
551.8;3.286;3.286;3.286;3.311
552.2;3.281;3.281;3.281;3.311
552.6;3.286;3.286;3.286;3.311
553.1;3.286;3.286;3.286;3.315
553.5;3.286;3.276;3.286;3.311
553.9;3.281;3.286;3.286;3.311
554.3;3.281;3.286;3.286;3.315
554.7;3.281;3.281;3.281;3.311
555.2;3.281;3.286;3.281;3.311
555.6;3.291;3.281;3.286;3.311
556;3.291;3.286;3.286;3.311
556.4;3.281;3.286;3.286;3.311
556.8;3.286;3.286;3.286;3.311
557.2;3.281;3.286;3.286;3.315
557.7;3.286;3.286;3.286;3.311
558.1;3.286;3.291;3.286;3.311
558.5;3.286;3.286;3.286;3.311
558.9;3.286;3.286;3.281;3.311
559.3;3.286;3.281;3.286;3.311
559.8;3.291;3.286;3.281;3.311
560.2;3.286;3.281;3.281;3.311
560.6;3.281;3.286;3.286;3.306
561;3.286;3.286;3.281;3.315
561.4;3.286;3.281;3.281;3.306
561.8;3.281;3.286;3.286;3.311
562.3;3.286;3.281;3.286;3.315
562.7;3.281;3.291;3.286;3.306
563.1;3.281;3.286;3.286;3.311
563.5;3.281;3.286;3.281;3.311
563.9;3.286;3.286;3.281;3.311
564.4;3.286;3.286;3.281;3.315
564.8;3.281;3.286;3.286;3.311
565.2;3.281;3.286;3.286;3.306
565.6;3.271;3.271;3.276;3.311
566;3.286;3.286;3.286;3.311
566.4;3.281;3.286;3.286;3.311
566.9;3.276;3.271;3.276;3.306
567.3;3.281;3.281;3.276;3.311
567.7;3.286;3.286;3.286;3.311
568.1;3.281;3.286;3.286;3.311
568.5;3.281;3.286;3.291;3.311
569;3.281;3.281;3.281;3.311
569.4;3.286;3.286;3.286;3.315
569.8;3.281;3.286;3.286;3.315
570.2;3.286;3.286;3.286;3.311
570.6;3.286;3.286;3.281;3.311
571;3.281;3.281;3.286;3.311
571.5;3.286;3.286;3.281;3.311
571.9;3.281;3.291;3.281;3.311
572.3;3.281;3.276;3.286;3.315
572.7;3.286;3.286;3.281;3.311
573.1;3.281;3.276;3.281;3.311
573.6;3.281;3.281;3.281;3.311
574;3.291;3.286;3.286;3.306
574.4;3.286;3.281;3.281;3.311
574.8;3.286;3.286;3.286;3.311
575.2;3.286;3.286;3.286;3.311
575.6;3.291;3.281;3.286;3.306
576.1;3.276;3.276;3.276;3.306
576.5;3.286;3.286;3.286;3.311
576.9;3.286;3.286;3.286;3.311
577.3;3.281;3.281;3.286;3.311
577.7;3.286;3.286;3.286;3.315
578.2;3.281;3.286;3.286;3.311
578.6;3.286;3.286;3.286;3.311
579;3.286;3.281;3.286;3.311
579.4;3.281;3.281;3.286;3.311
579.8;3.286;3.281;3.286;3.315
580.3;3.286;3.281;3.286;3.311
580.7;3.291;3.286;3.286;3.311
581.1;3.296;3.286;3.291;3.311
581.5;3.281;3.286;3.286;3.315
581.9;3.286;3.281;3.281;3.311
582.3;3.286;3.286;3.281;3.311
582.8;3.281;3.286;3.286;3.311
583.2;3.281;3.286;3.286;3.311
