Time [s];Cell_1 Volatge [V];Cell_2 Volatge [V];Cell_3 Volatge [V];Cell_4 Volatge [V]
3736.8;3.208;3.223;3.223;3.242
3737.3;3.218;3.218;3.223;3.242
3737.7;3.213;3.218;3.223;3.242
3738.1;3.213;3.213;3.213;3.232
3738.5;3.213;3.223;3.223;3.242
3738.9;3.218;3.223;3.223;3.242
3739.3;3.218;3.223;3.228;3.242
3739.8;3.203;3.223;3.223;3.242
3740.2;3.213;3.223;3.218;3.242
3740.6;3.218;3.223;3.223;3.242
3741;3.208;3.218;3.218;3.247
3741.4;3.218;3.223;3.223;3.242
3741.9;3.218;3.223;3.223;3.242
3742.3;3.213;3.218;3.223;3.242
3742.7;3.213;3.218;3.223;3.242
3743.1;3.218;3.218;3.223;3.247
3743.5;3.223;3.218;3.223;3.242
3744;3.218;3.223;3.228;3.237
3744.4;3.213;3.223;3.223;3.237
3744.8;3.213;3.218;3.218;3.242
3745.2;3.218;3.218;3.223;3.252
3745.6;3.213;3.228;3.218;3.247
3746.1;3.218;3.223;3.223;3.242
3746.5;3.218;3.218;3.223;3.242
3746.9;3.218;3.218;3.218;3.242
3747.3;3.223;3.218;3.223;3.247
3747.7;3.213;3.218;3.223;3.242
3748.1;3.208;3.208;3.208;3.232
3748.6;3.213;3.218;3.218;3.242
3749;3.213;3.223;3.223;3.247
3749.4;3.218;3.223;3.223;3.237
3749.8;3.213;3.223;3.223;3.242
3750.2;3.218;3.223;3.223;3.247
3750.7;3.218;3.223;3.223;3.242
3751.1;3.213;3.218;3.228;3.242
3751.5;3.218;3.218;3.218;3.242
3751.9;3.213;3.218;3.223;3.242
3752.3;3.223;3.218;3.223;3.242
3752.8;3.198;3.208;3.208;3.228
3753.2;3.213;3.218;3.223;3.242
3753.6;3.208;3.213;3.213;3.237
3754;3.218;3.218;3.223;3.237
3754.4;3.213;3.223;3.223;3.242
3754.8;3.218;3.223;3.223;3.242
3755.3;3.213;3.223;3.223;3.242
3755.7;3.218;3.218;3.223;3.242
3756.1;3.213;3.223;3.223;3.242
3756.5;3.213;3.218;3.223;3.242
3756.9;3.213;3.223;3.223;3.247
3757.4;3.218;3.218;3.223;3.242
3757.8;3.213;3.228;3.223;3.242
3758.2;3.208;3.223;3.223;3.242
3758.6;3.218;3.223;3.223;3.242
3759;3.208;3.213;3.208;3.228
3759.5;3.213;3.223;3.223;3.242
3759.9;3.213;3.223;3.223;3.242
3760.3;3.213;3.218;3.218;3.242
3760.7;3.213;3.218;3.218;3.242
3761.1;3.213;3.213;3.223;3.237
3761.6;3.218;3.218;3.223;3.242
3762;3.213;3.218;3.218;3.242
3762.4;3.208;3.223;3.218;3.242
3762.8;3.208;3.213;3.218;3.242
3763.2;3.218;3.223;3.223;3.242
3763.7;3.213;3.218;3.218;3.237
3764.1;3.218;3.223;3.223;3.247
3764.5;3.213;3.218;3.228;3.247
3764.9;3.213;3.218;3.223;3.242
3765.3;3.218;3.223;3.223;3.237
3765.7;3.213;3.218;3.223;3.237
3766.2;3.218;3.218;3.223;3.247
3766.6;3.213;3.223;3.223;3.242
3767;3.213;3.218;3.218;3.242
3767.4;3.213;3.218;3.223;3.242
3767.8;3.218;3.223;3.223;3.247
3768.3;3.213;3.223;3.218;3.242
3768.7;3.208;3.213;3.208;3.232
3769.1;3.213;3.218;3.223;3.247
3769.5;3.218;3.223;3.218;3.242
3769.9;3.213;3.223;3.218;3.242
3770.4;3.213;3.218;3.218;3.242
3770.8;3.203;3.213;3.213;3.237
3771.2;3.218;3.223;3.223;3.242
3771.6;3.218;3.223;3.218;3.242
3772;3.213;3.223;3.218;3.247
3772.4;3.213;3.228;3.223;3.242
3772.9;3.213;3.223;3.223;3.242
3773.3;3.218;3.223;3.223;3.242
3773.7;3.218;3.218;3.223;3.242
3774.1;3.218;3.218;3.218;3.242
3774.5;3.213;3.218;3.223;3.247
3775;3.213;3.223;3.223;3.242
3775.4;3.223;3.218;3.218;3.242
3775.8;3.213;3.218;3.218;3.242
3776.2;3.203;3.213;3.213;3.237
3776.6;3.213;3.218;3.213;3.242
3777.1;3.213;3.223;3.223;3.242
3777.5;3.213;3.218;3.218;3.232
3777.9;3.203;3.213;3.213;3.237
3778.3;3.208;3.218;3.218;3.242
3778.7;3.203;3.213;3.223;3.242
3779.2;3.213;3.213;3.213;3.232
3779.6;3.213;3.218;3.218;3.237
3780;3.213;3.223;3.223;3.242
3780.4;3.213;3.218;3.218;3.242
3780.8;3.218;3.213;3.218;3.242
3781.3;3.213;3.223;3.218;3.242
3781.7;3.213;3.218;3.218;3.247
3782.1;3.213;3.218;3.218;3.242
3782.5;3.218;3.218;3.223;3.247
3782.9;3.213;3.218;3.218;3.242
3783.3;3.213;3.218;3.223;3.242
3783.8;3.213;3.218;3.223;3.237
3784.2;3.213;3.218;3.213;3.237
3784.6;3.218;3.218;3.223;3.242
3785;3.218;3.218;3.218;3.242
3785.4;3.213;3.218;3.223;3.242
3785.9;3.213;3.223;3.218;3.242
3786.3;3.218;3.218;3.223;3.242
3786.7;3.208;3.223;3.223;3.242
3787.1;3.218;3.223;3.218;3.247
3787.5;3.213;3.218;3.218;3.242
3788;3.218;3.223;3.223;3.242
3788.4;3.213;3.218;3.223;3.242
3788.8;3.223;3.218;3.218;3.242
3789.2;3.213;3.218;3.223;3.237
3789.6;3.213;3.213;3.223;3.242
3790.1;3.213;3.218;3.223;3.242
3790.5;3.213;3.223;3.218;3.247
3790.9;3.213;3.218;3.223;3.242
3791.3;3.213;3.213;3.223;3.242
3791.7;3.213;3.223;3.223;3.242
3792.1;3.213;3.223;3.218;3.242
3792.6;3.223;3.223;3.218;3.242
3793;3.208;3.218;3.223;3.237
3793.4;3.218;3.223;3.218;3.237
3793.8;3.213;3.223;3.223;3.237
3794.2;3.213;3.218;3.223;3.242
3794.7;3.213;3.223;3.223;3.242
3795.1;3.213;3.218;3.223;3.242
3795.5;3.218;3.223;3.218;3.237
3795.9;3.213;3.223;3.223;3.242
3796.3;3.208;3.218;3.223;3.237
3796.8;3.213;3.223;3.228;3.242
3797.2;3.218;3.218;3.223;3.242
3797.6;3.213;3.223;3.218;3.242
3798;3.218;3.223;3.213;3.242
3798.4;3.218;3.218;3.218;3.242
3798.9;3.213;3.218;3.218;3.242
3799.3;3.208;3.223;3.223;3.242
3799.7;3.223;3.218;3.218;3.242
3800.1;3.213;3.218;3.218;3.242
3800.5;3.213;3.218;3.223;3.237
3801;3.213;3.223;3.223;3.242
3801.4;3.208;3.223;3.218;3.242
3801.8;3.208;3.218;3.223;3.237
3802.2;3.213;3.223;3.223;3.242
3802.6;3.213;3.223;3.223;3.242
3803;3.218;3.218;3.223;3.242
3803.5;3.208;3.218;3.223;3.242
3803.9;3.218;3.218;3.223;3.242
3804.3;3.213;3.218;3.218;3.237
3804.7;3.213;3.223;3.218;3.242
3805.1;3.208;3.213;3.218;3.242
3805.6;3.213;3.213;3.218;3.242
3806;3.213;3.218;3.218;3.237
3806.4;3.213;3.223;3.228;3.237
3806.8;3.213;3.218;3.218;3.237
3807.2;3.208;3.213;3.223;3.237
3807.7;3.218;3.223;3.223;3.242
3808.1;3.213;3.218;3.218;3.242
3808.5;3.213;3.218;3.218;3.242
3808.9;3.208;3.218;3.223;3.237
3809.3;3.218;3.218;3.223;3.242
3809.8;3.213;3.218;3.218;3.242
3810.2;3.208;3.218;3.223;3.237
3810.6;3.213;3.223;3.218;3.242
3811;3.213;3.223;3.218;3.237
3811.4;3.213;3.223;3.213;3.242
3811.8;3.223;3.218;3.223;3.242
3812.3;3.213;3.218;3.223;3.242
3812.7;3.208;3.218;3.218;3.237
3813.1;3.213;3.218;3.213;3.242
3813.5;3.213;3.223;3.218;3.237
3813.9;3.218;3.223;3.218;3.247
3814.4;3.213;3.218;3.223;3.237
3814.8;3.208;3.218;3.218;3.237
3815.2;3.208;3.218;3.218;3.242
3815.6;3.218;3.218;3.223;3.242
3816;3.213;3.218;3.218;3.237
3816.5;3.213;3.218;3.228;3.242
3816.9;3.213;3.213;3.218;3.242
3817.3;3.208;3.223;3.223;3.242
3817.7;3.213;3.218;3.218;3.237
3818.1;3.213;3.218;3.218;3.237
3818.6;3.208;3.218;3.213;3.232
3819;3.208;3.218;3.223;3.242
3819.4;3.213;3.223;3.223;3.237
3819.8;3.218;3.218;3.218;3.242
3820.2;3.218;3.218;3.223;3.242
3820.6;3.213;3.218;3.218;3.242
3821.1;3.203;3.213;3.213;3.232
3821.5;3.208;3.218;3.223;3.237
3821.9;3.218;3.218;3.218;3.237
3822.3;3.213;3.218;3.223;3.242
3822.7;3.213;3.223;3.223;3.237
3823.2;3.213;3.223;3.218;3.242
3823.6;3.213;3.213;3.213;3.232
3824;3.213;3.223;3.218;3.237
3824.4;3.218;3.218;3.223;3.237
3824.8;3.203;3.218;3.223;3.242
3825.3;3.213;3.213;3.218;3.237
3825.7;3.203;3.213;3.223;3.237
3826.1;3.213;3.218;3.218;3.237
3826.5;3.213;3.218;3.218;3.242
3826.9;3.213;3.218;3.218;3.237
3827.4;3.213;3.218;3.218;3.242
3827.8;3.208;3.213;3.213;3.232
3828.2;3.213;3.223;3.223;3.237
3828.6;3.213;3.218;3.218;3.237
3829;3.208;3.218;3.218;3.237
3829.5;3.213;3.218;3.218;3.237
3829.9;3.218;3.223;3.218;3.242
3830.3;3.208;3.213;3.213;3.237
3830.7;3.208;3.213;3.218;3.237
3831.1;3.218;3.213;3.213;3.242
3831.5;3.208;3.218;3.218;3.242
3832;3.213;3.218;3.218;3.242
3832.4;3.213;3.218;3.218;3.237
3832.8;3.213;3.223;3.218;3.237
3833.2;3.213;3.218;3.218;3.247
3833.6;3.213;3.223;3.218;3.242
3834.1;3.208;3.218;3.218;3.242
3834.5;3.213;3.218;3.218;3.242
3834.9;3.218;3.213;3.218;3.242
3835.3;3.213;3.218;3.218;3.242
3835.7;3.213;3.218;3.218;3.237
3836.2;3.213;3.213;3.228;3.237
3836.6;3.213;3.218;3.218;3.242
3837;3.208;3.218;3.218;3.237
3837.4;3.213;3.218;3.218;3.242
3837.8;3.213;3.218;3.218;3.237
3838.3;3.213;3.218;3.213;3.242
3838.7;3.213;3.218;3.218;3.242
3839.1;3.213;3.218;3.218;3.242
3839.5;3.213;3.218;3.223;3.237
3839.9;3.213;3.213;3.218;3.242
3840.3;3.213;3.223;3.218;3.237
3840.8;3.218;3.223;3.213;3.247
3841.2;3.213;3.218;3.218;3.242
3841.6;3.213;3.218;3.218;3.237
3842;3.218;3.223;3.218;3.247
3842.4;3.213;3.218;3.218;3.237
3842.9;3.208;3.218;3.218;3.242
3843.3;3.213;3.218;3.218;3.242
3843.7;3.208;3.213;3.213;3.232
3844.1;3.208;3.218;3.218;3.237
3844.5;3.218;3.213;3.218;3.242
3845;3.208;3.223;3.218;3.237
3845.4;3.208;3.213;3.218;3.237
3845.8;3.208;3.218;3.213;3.242
3846.2;3.213;3.223;3.218;3.242
3846.6;3.213;3.218;3.218;3.237
3847.1;3.208;3.223;3.218;3.237
3847.5;3.203;3.218;3.218;3.247
3847.9;3.208;3.218;3.213;3.242
3848.3;3.218;3.223;3.218;3.237
3848.7;3.213;3.213;3.218;3.237
3849.1;3.213;3.223;3.223;3.237
3849.6;3.213;3.218;3.213;3.237
3850;3.213;3.218;3.218;3.237
3850.4;3.208;3.218;3.218;3.237
3850.8;3.218;3.218;3.218;3.237
3851.2;3.208;3.213;3.213;3.223
3851.7;3.203;3.218;3.213;3.237
3852.1;3.208;3.218;3.218;3.237
3852.5;3.198;3.213;3.218;3.237
3852.9;3.208;3.208;3.208;3.232
3853.3;3.208;3.213;3.218;3.237
3853.8;3.213;3.223;3.218;3.237
3854.2;3.208;3.213;3.218;3.237
3854.6;3.208;3.218;3.213;3.237
3855;3.213;3.218;3.218;3.237
3855.4;3.208;3.218;3.218;3.242
3855.8;3.218;3.218;3.218;3.237
3856.3;3.203;3.218;3.218;3.237
3856.7;3.213;3.218;3.223;3.242
3857.1;3.208;3.223;3.218;3.247
3857.5;3.213;3.218;3.223;3.237
3857.9;3.208;3.218;3.218;3.237
3858.4;3.213;3.218;3.218;3.237
3858.8;3.208;3.223;3.218;3.242
3859.2;3.213;3.218;3.218;3.242
3859.6;3.208;3.218;3.218;3.237
3860;3.213;3.218;3.218;3.237
3860.5;3.213;3.218;3.218;3.242
3860.9;3.208;3.218;3.223;3.242
3861.3;3.208;3.218;3.213;3.242
3861.7;3.213;3.218;3.218;3.237
3862.1;3.213;3.218;3.218;3.237
3862.6;3.213;3.218;3.218;3.242
3863;3.213;3.213;3.213;3.242
3863.4;3.213;3.218;3.218;3.242
3863.8;3.213;3.218;3.213;3.242
3864.2;3.213;3.218;3.218;3.232
3864.6;3.213;3.218;3.218;3.242
3865.1;3.218;3.213;3.218;3.242
3865.5;3.213;3.213;3.223;3.237
3865.9;3.218;3.218;3.223;3.237
3866.3;3.213;3.223;3.218;3.237
3866.8;3.203;3.213;3.208;3.228
3867.2;3.213;3.218;3.213;3.237
3867.6;3.213;3.218;3.218;3.237
3868;3.213;3.213;3.218;3.237
3868.4;3.203;3.208;3.208;3.228
3868.8;3.213;3.218;3.213;3.242
3869.3;3.208;3.218;3.218;3.237
3869.7;3.213;3.218;3.213;3.232
3870.1;3.213;3.213;3.218;3.237
3870.5;3.213;3.218;3.218;3.242
3870.9;3.208;3.218;3.218;3.242
3871.4;3.213;3.218;3.218;3.237
3871.8;3.213;3.218;3.218;3.237
3872.2;3.213;3.218;3.218;3.242
3872.6;3.208;3.218;3.218;3.237
3873;3.218;3.218;3.218;3.237
3873.5;3.203;3.213;3.208;3.237
3873.9;3.213;3.218;3.218;3.237
3874.3;3.213;3.218;3.218;3.237
3874.7;3.218;3.218;3.218;3.237
3875.1;3.208;3.218;3.218;3.242
3875.5;3.208;3.218;3.218;3.237
3876;3.213;3.218;3.213;3.237
3876.4;3.208;3.218;3.218;3.242
3876.8;3.213;3.218;3.218;3.237
3877.2;3.213;3.218;3.218;3.242
3877.6;3.213;3.218;3.218;3.237
3878.1;3.208;3.213;3.218;3.237
3878.5;3.213;3.218;3.218;3.237
3878.9;3.213;3.213;3.218;3.237
3879.3;3.213;3.218;3.218;3.242
3879.7;3.213;3.218;3.218;3.237
3880.2;3.213;3.218;3.218;3.237
3880.6;3.203;3.208;3.213;3.232
3881;3.208;3.218;3.218;3.242
3881.4;3.198;3.203;3.208;3.232
3881.8;3.213;3.213;3.218;3.242
3882.2;3.213;3.218;3.218;3.237
3882.7;3.213;3.213;3.218;3.242
3883.1;3.213;3.218;3.218;3.232
3883.5;3.213;3.218;3.218;3.237
3883.9;3.208;3.218;3.218;3.237
3884.3;3.213;3.218;3.218;3.237
3884.8;3.208;3.218;3.218;3.237
3885.2;3.213;3.218;3.218;3.242
3885.6;3.213;3.213;3.223;3.237
3886;3.208;3.203;3.208;3.232
3886.5;3.198;3.208;3.213;3.232
3886.9;3.203;3.208;3.213;3.232
3887.3;3.208;3.218;3.218;3.237
3887.7;3.213;3.213;3.213;3.242
3888.1;3.208;3.223;3.218;3.237
3888.5;3.208;3.213;3.218;3.237
3889;3.213;3.218;3.213;3.237
3889.4;3.218;3.218;3.218;3.237
3889.8;3.213;3.223;3.218;3.237
3890.2;3.208;3.218;3.213;3.242
3890.6;3.213;3.213;3.218;3.237
3891.1;3.218;3.218;3.218;3.242
3891.5;3.213;3.218;3.213;3.242
3891.9;3.213;3.223;3.218;3.237
3892.3;3.223;3.223;3.218;3.242
3892.7;3.208;3.218;3.218;3.242
3893.1;3.208;3.218;3.218;3.237
3893.6;3.213;3.218;3.218;3.237
3894;3.208;3.218;3.218;3.242
3894.4;3.208;3.218;3.218;3.237
3894.8;3.203;3.208;3.208;3.228
3895.2;3.208;3.218;3.213;3.242
3895.7;3.208;3.218;3.218;3.237
3896.1;3.208;3.213;3.218;3.237
3896.5;3.208;3.213;3.213;3.237
3896.9;3.213;3.218;3.213;3.232
3897.3;3.198;3.213;3.213;3.232
3897.8;3.208;3.218;3.218;3.237
3898.2;3.208;3.213;3.213;3.242
3898.6;3.213;3.228;3.213;3.232
3899;3.213;3.218;3.213;3.237
3899.4;3.213;3.213;3.218;3.242
3899.9;3.213;3.218;3.218;3.242
3900.3;3.208;3.218;3.218;3.237
3900.7;3.203;3.213;3.213;3.228
3901.1;3.213;3.218;3.223;3.242
3901.5;3.208;3.218;3.218;3.237
3902;3.208;3.218;3.218;3.242
3902.4;3.208;3.218;3.218;3.242
3902.8;3.213;3.213;3.218;3.237
3903.2;3.208;3.218;3.213;3.242
3903.6;3.213;3.218;3.218;3.237
3904;3.213;3.218;3.218;3.237
3904.5;3.208;3.218;3.218;3.237
3904.9;3.203;3.208;3.213;3.237
3905.3;3.213;3.218;3.218;3.242
3905.7;3.218;3.213;3.218;3.237
3906.1;3.213;3.213;3.218;3.237
3906.6;3.213;3.218;3.218;3.237
3907;3.213;3.218;3.218;3.242
3907.4;3.208;3.213;3.213;3.237
3907.8;3.198;3.203;3.208;3.228
3908.2;3.208;3.218;3.218;3.237
3908.6;3.213;3.218;3.218;3.237
3909.1;3.208;3.218;3.218;3.237
3909.5;3.213;3.223;3.218;3.237
3909.9;3.218;3.213;3.213;3.242
3910.3;3.208;3.213;3.218;3.232
3910.8;3.208;3.208;3.213;3.232
3911.2;3.203;3.208;3.218;3.237
3911.6;3.208;3.213;3.213;3.237
3912;3.208;3.218;3.218;3.237
3912.4;3.213;3.218;3.223;3.247
3912.8;3.213;3.223;3.218;3.232
3913.3;3.208;3.218;3.218;3.237
3913.7;3.208;3.218;3.213;3.237
3914.1;3.213;3.218;3.218;3.232
3914.5;3.213;3.218;3.218;3.237
3914.9;3.213;3.218;3.213;3.237
3915.4;3.208;3.213;3.218;3.237
3915.8;3.218;3.223;3.218;3.242
3916.2;3.213;3.213;3.218;3.242
3916.6;3.208;3.218;3.218;3.237
3917;3.208;3.218;3.218;3.237
3917.5;3.208;3.208;3.223;3.232
3917.9;3.208;3.218;3.213;3.237
3918.3;3.208;3.218;3.213;3.232
3918.7;3.203;3.213;3.218;3.242
3919.1;3.213;3.213;3.218;3.237
3919.6;3.208;3.218;3.218;3.237
3920;3.208;3.218;3.213;3.237
3920.4;3.213;3.213;3.208;3.237
3920.8;3.208;3.213;3.218;3.237
3921.2;3.208;3.213;3.218;3.237
3921.6;3.213;3.213;3.218;3.237
3922.1;3.208;3.208;3.208;3.232
3922.5;3.198;3.203;3.203;3.228
3922.9;3.208;3.218;3.218;3.237
3923.3;3.213;3.213;3.218;3.237
3923.7;3.213;3.218;3.218;3.232
3924.2;3.208;3.218;3.213;3.232
3924.6;3.203;3.208;3.208;3.237
3925;3.208;3.218;3.218;3.242
3925.4;3.213;3.218;3.218;3.237
3925.8;3.208;3.218;3.218;3.237
3926.3;3.208;3.218;3.218;3.237
3926.7;3.208;3.218;3.213;3.237
3927.1;3.208;3.213;3.223;3.237
3927.5;3.208;3.218;3.218;3.237
3927.9;3.208;3.213;3.223;3.237
3928.4;3.213;3.218;3.218;3.242
3928.8;3.203;3.218;3.213;3.237
3929.2;3.203;3.208;3.208;3.242
3929.6;3.213;3.218;3.218;3.232
3930;3.213;3.218;3.223;3.242
3930.4;3.208;3.213;3.218;3.232
3930.9;3.208;3.213;3.218;3.242
3931.3;3.208;3.218;3.218;3.242
3931.7;3.208;3.213;3.223;3.237
3932.1;3.208;3.213;3.213;3.237
3932.5;3.203;3.208;3.213;3.228
3933;3.213;3.213;3.213;3.237
3933.4;3.213;3.213;3.218;3.232
3933.8;3.208;3.218;3.218;3.237
3934.2;3.208;3.218;3.218;3.242
3934.6;3.208;3.218;3.213;3.242
3935.1;3.203;3.213;3.218;3.237
3935.5;3.208;3.213;3.218;3.242
3935.9;3.208;3.218;3.218;3.237
3936.3;3.208;3.208;3.218;3.242
3936.7;3.208;3.218;3.218;3.237
3937.2;3.203;3.213;3.218;3.237
3937.6;3.213;3.213;3.218;3.237
3938;3.208;3.218;3.218;3.237
3938.4;3.213;3.213;3.213;3.232
3938.8;3.213;3.223;3.218;3.237
3939.2;3.208;3.218;3.218;3.242
3939.7;3.208;3.213;3.218;3.232
3940.1;3.203;3.218;3.213;3.232
3940.5;3.213;3.218;3.218;3.237
3940.9;3.208;3.213;3.218;3.237
3941.3;3.208;3.213;3.223;3.237
3941.8;3.218;3.223;3.218;3.237
3942.2;3.203;3.203;3.203;3.228
3942.6;3.213;3.213;3.218;3.237
3943;3.203;3.223;3.218;3.242
3943.4;3.208;3.213;3.218;3.237
3943.9;3.208;3.213;3.218;3.237
3944.3;3.208;3.218;3.213;3.237
3944.7;3.208;3.208;3.208;3.228
3945.1;3.213;3.213;3.218;3.237
3945.5;3.208;3.213;3.218;3.237
3946;3.208;3.213;3.213;3.232
3946.4;3.203;3.213;3.218;3.232
3946.8;3.208;3.213;3.213;3.237
3947.2;3.208;3.218;3.218;3.237
3947.6;3.208;3.218;3.208;3.232
3948.1;3.203;3.213;3.218;3.237
3948.5;3.203;3.218;3.218;3.237
3948.9;3.213;3.218;3.213;3.237
3949.3;3.203;3.208;3.213;3.228
3949.7;3.208;3.208;3.208;3.232
3950.2;3.208;3.213;3.218;3.237
3950.6;3.208;3.218;3.213;3.237
3951;3.208;3.218;3.213;3.237
3951.4;3.208;3.213;3.213;3.232
3951.8;3.213;3.213;3.213;3.237
3952.2;3.208;3.213;3.218;3.237
3952.7;3.208;3.213;3.218;3.237
3953.1;3.208;3.213;3.218;3.232
3953.5;3.208;3.213;3.218;3.237
3953.9;3.208;3.213;3.218;3.237
3954.3;3.208;3.213;3.218;3.237
3954.7;3.213;3.213;3.213;3.237
3955.2;3.198;3.208;3.208;3.228
3955.6;3.198;3.203;3.213;3.232
3956;3.208;3.213;3.218;3.237
3956.4;3.208;3.213;3.213;3.232
3956.9;3.208;3.218;3.213;3.237
3957.3;3.208;3.218;3.218;3.237
3957.7;3.208;3.213;3.218;3.237
3958.1;3.208;3.213;3.213;3.237
3958.5;3.213;3.218;3.208;3.232
3958.9;3.208;3.218;3.218;3.237
3959.4;3.208;3.218;3.218;3.232
3959.8;3.203;3.213;3.213;3.228
3960.2;3.203;3.213;3.213;3.232
3960.6;3.208;3.213;3.218;3.232
3961;3.213;3.213;3.213;3.232
3961.5;3.208;3.213;3.218;3.237
3961.9;3.208;3.213;3.213;3.232
3962.3;3.208;3.218;3.218;3.237
3962.7;3.203;3.223;3.213;3.237
3963.1;3.208;3.218;3.213;3.232
3963.6;3.213;3.213;3.213;3.237
3964;3.208;3.213;3.218;3.237
3964.4;3.208;3.223;3.213;3.237
3964.8;3.208;3.213;3.218;3.237
3965.2;3.203;3.213;3.213;3.237
3965.7;3.208;3.218;3.218;3.237
3966.1;3.208;3.213;3.218;3.237
3966.5;3.208;3.218;3.218;3.232
3966.9;3.203;3.213;3.213;3.237
3967.3;3.193;3.208;3.213;3.232
3967.8;3.208;3.213;3.218;3.237
3968.2;3.208;3.218;3.218;3.228
3968.6;3.213;3.218;3.213;3.237
3969;3.203;3.213;3.218;3.237
3969.4;3.213;3.213;3.213;3.237
3969.8;3.203;3.208;3.208;3.237
3970.3;3.203;3.208;3.223;3.237
3970.7;3.213;3.218;3.213;3.232
3971.1;3.203;3.218;3.218;3.237
3971.5;3.208;3.208;3.218;3.232
3971.9;3.208;3.213;3.213;3.237
3972.4;3.208;3.213;3.218;3.237
3972.8;3.208;3.213;3.213;3.232
3973.2;3.208;3.213;3.213;3.237
3973.6;3.208;3.213;3.213;3.237
3974;3.198;3.203;3.208;3.232
3974.4;3.208;3.213;3.218;3.237
3974.9;3.213;3.213;3.218;3.232
3975.3;3.208;3.213;3.213;3.237
3975.7;3.203;3.223;3.213;3.237
3976.1;3.208;3.218;3.213;3.237
3976.5;3.208;3.213;3.213;3.232
3977;3.208;3.218;3.223;3.237
3977.4;3.208;3.208;3.213;3.232
3977.8;3.208;3.213;3.213;3.237
3978.2;3.213;3.218;3.218;3.237
3978.6;3.208;3.213;3.213;3.237
3979.1;3.198;3.208;3.213;3.232
3979.5;3.208;3.218;3.213;3.237
3979.9;3.208;3.218;3.218;3.242
3980.3;3.213;3.213;3.218;3.232
3980.7;3.208;3.213;3.218;3.237
3981.2;3.218;3.208;3.213;3.237
3981.6;3.203;3.213;3.218;3.237
3982;3.208;3.213;3.218;3.237
3982.4;3.208;3.218;3.213;3.232
3982.8;3.203;3.213;3.213;3.237
3983.3;3.203;3.213;3.213;3.237
3983.7;3.208;3.213;3.213;3.237
3984.1;3.203;3.213;3.213;3.232
3984.5;3.203;3.213;3.213;3.237
3984.9;3.198;3.208;3.208;3.228
3985.3;3.213;3.218;3.213;3.232
3985.8;3.208;3.218;3.213;3.237
3986.2;3.213;3.213;3.218;3.237
3986.6;3.203;3.208;3.213;3.232
3987;3.203;3.213;3.213;3.237
3987.4;3.203;3.213;3.213;3.237
3987.9;3.208;3.218;3.208;3.232
3988.3;3.213;3.213;3.218;3.237
3988.7;3.208;3.218;3.213;3.232
3989.1;3.193;3.208;3.208;3.228
3989.5;3.213;3.213;3.213;3.232
3990;3.203;3.213;3.213;3.232
3990.4;3.208;3.213;3.213;3.232
3990.8;3.198;3.218;3.213;3.232
3991.2;3.203;3.213;3.213;3.237
3991.6;3.208;3.213;3.213;3.232
3992.1;3.203;3.213;3.213;3.232
3992.5;3.208;3.208;3.218;3.232
3992.9;3.213;3.218;3.213;3.242
3993.3;3.208;3.213;3.213;3.237
3993.7;3.203;3.208;3.218;3.232
3994.1;3.203;3.213;3.218;3.237
3994.6;3.208;3.213;3.223;3.237
3995;3.203;3.213;3.213;3.232
3995.4;3.208;3.213;3.218;3.237
3995.8;3.208;3.208;3.213;3.232
3996.2;3.208;3.213;3.213;3.232
3996.7;3.208;3.213;3.218;3.237
3997.1;3.193;3.198;3.203;3.223
3997.5;3.198;3.213;3.213;3.228
3997.9;3.203;3.218;3.218;3.237
3998.3;3.203;3.213;3.213;3.232
3998.8;3.208;3.213;3.213;3.232
3999.2;3.208;3.213;3.218;3.237
3999.6;3.203;3.213;3.213;3.237
4000;3.208;3.218;3.213;3.237
4000.4;3.208;3.223;3.218;3.237
4000.9;3.208;3.213;3.218;3.232
4001.3;3.208;3.213;3.213;3.232
4001.7;3.203;3.213;3.218;3.232
4002.1;3.213;3.213;3.218;3.232
4002.5;3.198;3.208;3.213;3.237
4002.9;3.208;3.213;3.213;3.237
4003.4;3.213;3.213;3.218;3.237
4003.8;3.203;3.213;3.213;3.237
4004.2;3.208;3.213;3.213;3.232
4004.6;3.213;3.213;3.213;3.237
4005;3.208;3.213;3.213;3.232
4005.5;3.203;3.208;3.213;3.228
4005.9;3.208;3.213;3.213;3.237
4006.3;3.203;3.213;3.213;3.237
4006.7;3.208;3.208;3.213;3.232
4007.1;3.208;3.213;3.213;3.232
4007.6;3.203;3.208;3.203;3.223
4008;3.203;3.208;3.208;3.228
4008.4;3.203;3.213;3.208;3.232
4008.8;3.203;3.213;3.213;3.232
4009.2;3.203;3.213;3.218;3.232
4009.7;3.208;3.213;3.213;3.237
4010.1;3.213;3.213;3.213;3.237
4010.5;3.203;3.213;3.213;3.237
4010.9;3.208;3.213;3.208;3.232
4011.3;3.203;3.208;3.213;3.232
4011.7;3.208;3.213;3.223;3.237
4012.2;3.208;3.213;3.213;3.237
4012.6;3.208;3.213;3.218;3.232
4013;3.198;3.203;3.208;3.232
4013.4;3.208;3.218;3.218;3.237
4013.9;3.208;3.208;3.213;3.232
4014.3;3.203;3.213;3.213;3.237
4014.7;3.208;3.213;3.213;3.232
4015.1;3.203;3.213;3.213;3.232
4015.5;3.208;3.213;3.213;3.237
4015.9;3.208;3.218;3.218;3.237
4016.4;3.203;3.213;3.218;3.232
4016.8;3.208;3.213;3.218;3.237
4017.2;3.203;3.213;3.213;3.232
